text,sentiment
says BAD TRIP! (angry)  http://plurk.com/p/wxshi,0
 that sounds foreboding...,0
" _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",0
"is really, really bored... I guess I will go to bed",0
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,0
" pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards",0
My teratoma has a cavity and is experiencing male-pattern baldness,0
First ever dropped call on my mobile. On a call to  no less! ( being charged for data even though I have a data pack  ),0
Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,0
 doesnt look good  we have to go burn some lampions,0
" And these poor, unfortunate souls don`t appear to have any pants at all...  ? http://blip.fm/~78qvz",0
It`s pissing me off and not letting me follow ericka,0
 Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,0
I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.,0
" I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY **** UP, Christ",0
" yea, feel like im bein ignored",0
This is getting on my nerves. I cant change my pic,0
 i have a weird subconscience. i wonder who will i dream next,0
"#DuckRaces in the bath don`t quite work  Especially if you have no ducks! Only a polar bear,a seal & a whale.",0
were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,0
will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly,0
 wtf pogs are back too?,0
" -- No fair, I want a sticker but I just moved away from London",0
 gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,0
on my way to work. I`M SO HUNGRY!,0
I cant get all my rwitters on my phone this phone sucks,0
 i cantttt.  my grandparents are here.,0
Bad Day. History Test Tommorrow. And I want to go out in the sun and play..,0
wtf come i need this day to go by,0
" Wow, I`ve officially lost all faith in Britain, looks like our wishes weren`t met, sadly",0
_Girl OOC sorry we keep missing each other...,0
I give in to easily,0
: aww im sorry honey.  that stinks,0
 awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,0
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,0
goodness gracious my chair broke,0
 im so jealous! I want to go to ny,0
Im @ the dentist  ....scary people here...,0
 that`s a mess  I`ll look for it next week,0
 So sorry to hear your terrible news   Thinking of you all x,0
all my pancakes always end up soggy.,0
"left school just now. my new dress broke, the strap ripped off",0
 LMAAAOOOOO that is horrible. Poor thing,0
Webcams Hoepfner Burgfest in #Karlsruhe: Automatic reload #fail http://bit.ly/Vdtvf,0
(sigh) guess we`re not gonna meet up today.,0
" Lakers, baby Lakers!! I`ll miss the game tmwr. I have to work  you`ll have to keep me posted please",0
My car is broken.,0
hm seems to have been because my blog was marked as a phishing site,0
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,0
With bff _chrissy22 glad she got that dog out of here lol my stomatch hurts,0
heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,0
So bored  waiting for class to start. Sigh midterms next week >_<,0
Super bummed the Whitecaps game plans with friends fell through...I now need to be home by 7 to let the sitter go,0
 Why I aint on ur #FF list? im hurt,0
i wanna leave work already! Not feelin it 2day,0
saddest celeb story of the week  http://bit.ly/h09Ph,0
_distel Maybe u have natural ability for languages  I envy u on that !!,0
Daddy just left.................without me  http://yfrog.com/13pdrmj,0
Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,0
seriously getting hurt.... 4 days before nationals.. what a joke,0
The fam back on the Big Island said the vog has been so bad that they can`t see the ocean. Sad!,0
Wait...  and ... Electrik Red or Richgirl?  I`m a sucker for the later,0
A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,0
 The party has to be moved to next weekend  ..stupid weather.,0
"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@",0
I`m bummed that I didn`t get TEDx tickets,0
"Have to walk to school, and i have two welts on my thighs!",0
" yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here",0
Watching Dr. Phil`s special on same-**** marriage. It`s sad how ignorant some people are,0
@_anniemay OMG No fair,0
 Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,0
Trying to sleep without any pills... Not working. 3am and wide awake. But now it`s too late to take them because I`ll sleep til 3pm,0
 ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,0
 we watched that one day in the middle of playing-- it REALLY doesn`t hold up,0
Boy is going to a movie. I wish I didn`t feel like ****.,0
 aww BBQ? that`s not fair  all i had was chocolate,0
gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,0
" Yeah, and that`s where everything becomes difficult and generalisations break down. Not an easy problem  .",0
'I`m giving up on you. I don`t care how you mess up your life now.'... :`(,0
Just got to the hospital. Jimmys really bad....please please send your good thoughts. I`m really worried.,0
still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days,0
" did you decide it is a sprain? mine has been bothering me again, but never had it checked out",0
Apperently ea knows my copy of the sims 3 is not legit and is upset,0
House hunting for next year= No FUN!,0
" awww, im so sorry hun  im sure she didn`t do it on purpose though, she seems so sweet! Maybe it was a 24 hour thing? :s",0
went to the dmv today.....some things never change,0
" no, but I will. It just seems such a cruel condition",0
_Rain oh what the hell  way to tell me.,0
would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  Someday...,0
I didn`t get my q`doba today! sad,0
"imissu, come back home now honey",0
So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,0
So I slept 12 hrs! My body is aching,0
Oops that would be #edaust09,0
Going to the doctors now. Scared as ****.,0
i know i was wrong. maybe i shouldnt did all of those **** things like that,0
i have become my mothers slave.,0
" always come up when we have the money least, it`s the rotten law of averages",0
just waking up...ahh i have a headache,0
Loll whats boyfriend #2 supposed to mean then?  its to cold,0
Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,0
 i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. wat do i do?? xoxo,0
"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",0
Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tired. Feel like I just took Benadryl,0
Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,0
SO BORED.,0
i feel like **** right now and i have one more month of school left  FML HARD,0
i miss rich,0
" How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",0
 go and see my puppy! I don`t want to be there alone,0
_fann coming up! Sowwy!,0
"  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",0
Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby ****-face got through instead,0
 I accidentaly slammed my finger in the trunk,0
I am so tired!,0
 Chowder is the ****!!!!!!,0
 I am so sorry.,0
"wants to move to QLD already, this cold weather is killing me",0
Hate I am going to miss the tweet up this weekend,0
_ I don`t see how there could possibly be another choice.,0
It`s too hot. I hate summer  #harrymcflytosing,0
"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",0
"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",0
 I heard from  &  you`re away. I miss you too  Look forward to tweeting with you when you return.,0
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,0
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,0
Out for an evening on the town with jeremy. Sad Carrie can`t come,0
This class is really long and I`m really getting hungry,0
I have a belly ache...,0
"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",0
 Not yet... sorry,0
" ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",0
No betta nest  I think despite the heater it gets too chilly at night,0
am hungry agaaaaaaiiiin maaaam,0
" Ooh, jealous. I just have yoghurt and some carrots.",0
Hates that my a.c doesn`t work! Its so hot,0
"Two months ago, I became worthless.",0
"Sitting watching britain`s got f all talent, but have watched a small girl cry and it`s sad",0
So effing tired  http://bit.ly/e0ZFz,0
 I dunno...I thought I was funny,0
 Unless that invite comes with a beta key I`m not going to be much help...,0
eating hawain pizza for breakfast  its a bit cold,0
Can`t believe those idiots buzzed out the juggler.,0
 what about me  I miss you too!,0
 **** - doesn`t show how people are more conservative in blackjack,0
Suddenly I remember all the memories with him  ohhh please,0
 AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,0
"  We don`t feel too comfortable using it. It`s not awful, but pretty icky.  Scurrying to find a deal...",0
 Just read that message about u being at Stephanie`s in Greensboro.....love it! I miss my home!,0
" i gotta say, i`m a little jealous",0
Im bored   -musiic[BOX],0
"Is in the badbooks again, don`t know why I bother",0
 hahahaha! i haven`t been out with my friends since sunday! i`m so lame,0
"still can`t figure this twitter thing out, i can`t my background pic to stick and i can`t seem to change my profile pic",0
 ia so much! i haven`t really been happy with any of cooks choices for singles.,0
Just paid my bills now I have no money,0
**** week all **** week  off to the gym now with the worst headache.,0
  it wont let me vote even tho im signed in,0
My head`s THUMPING.,0
Off to get ready for toms..  gotta go make sure he`s not done anything stupid  ill tweet later.,0
gettin ready to put on a show  ugh i really hope ppl dont comee,0
_Ferman that`s so weak!!  facebook fail,0
"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today",0
 That sucks! I`m going to be doing summer school.  Need to catch up on several units,0
_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!,0
i have had the worst headache ever in the history of worst headaches today!  man i hate those!,0
" Kev, **** off! I`m stuck in Westgate working",0
Feels like im going to cough up a lung,0
so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,0
Wonders why its so hard for me to concentrate...,0
 LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,0
is MySpace mobile free? or do u have 2 have credit... cause they are liers,0
****! tying run is on 2nd!  let`s hold em` Raiders!,0
And I just saw something real sad on my lunch... A dog with two broken back legs.,0
"gonna have to eat something, I feel so horrid.  I need a hug!",0
 never invite,0
http://twitpic.com/66xlm -  hate when my PARKED car gets hit,0
Now I feel sick.,0
 ummm.. sure! i miss ya`ll alot too.  i think you know who i meant.,0
Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!,0
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",0
"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",0
" ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",0
I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout  and have missed the segment about Chevron,0
"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",0
"going to work at one sucks, I miss happy hour at sonic",0
My dad`s not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah,0
I cut my thumb on a broken coffee pot.,0
god opened the clouds and said i hate you josh,0
 Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,0
As predicted i feel lyk ****  gahh i hate bein ill!! At wrk tweet lata ****,0
 well atm anyway i`m only managing cos i have no musical talent ps horrible thing to say bout rove,0
#bgt Can`t watch anymore,0
@_Esme_Cullen_  I`m taking a million songs from your blip.fm station thing. Sorry,0
why am i so tired?,0
 apparently so!  I`m falling apart in front of my eyes,0
 Ahh dang of course it had to do that  She better e-mail you back fast!,0
Anyone want to stop by Carl`s Jr and bring me a chicken club?  Can barely walk...,0
Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,0
 I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head,0
"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",0
OPS sorry  Queen Mom,0
"Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, ",0
" oh no, sorry to hear abt Firefox crashing on you.",0
" i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",0
 haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening,0
I lost a follower  oh well probably one of those mute ones anyway.,0
Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,0
 its so sad how dead it is.,0
I dont like the dentist...they make my gums hurt,0
If someone in the family died you would of heard about it. Duhhhhhh. . .,0
There are bugs attacking my laptop,0
 When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!,0
" noooooooo  i miss you sooooooo much, gaah",0
 i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,0
 so sad u cancelled silverstone show  better see u in sandown park!,0
**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,0
Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,0
no more arrested development. i am sad.,0
Is anyone else having a bad Friday? Is not a fun day today.,0
  you may have to email the tech support ppl. that`s odd.,0
my attempt to sync facebook and twitter seems to have failed,0
"My leg broke, now I am waiting untile i can go again",0
Oops spent too much already lol 50 quid gone,0
" i miss that place, but miss wegmans even more. whole foods != wegmans",0
"Omg, my mom just called... Im too late... Hes gone",0
"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",0
Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout,0
 I want to go back to school too *sigh* - but I am too poor,0
: I`ve got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,0
_Anais I feel reeeally bad now.... sorry,0
"  Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!",0
"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",0
#BGT  ooooh tooo weird for me,0
Cannot sleep. 2+ hours of tossing and turning.,0
has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,0
ohh **** i just realized she still not talking to me  it b like dat some times..,0
Hate be late,0
 it`s not working here,0
Missing how it used to be,0
''have you the e-mail from Miley ???? I want to write with her but I cant,0
 lol y??? .. trashed the kitchen ?,0
"  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",0
 thats a bad start to the day!,0
 Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...,0
People are just pisssing me offf. Ugh,0
So screwed for sat 2 us,0
Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,0
had a horrible sleep + in a rather bad mood,0
"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too.",0
why are plane tickets so expensive,0
Placed a $2 bet on a sure thing and lost.  no more betting for me!,0
my party is wiped out they be all dead and stuff,0
" I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",0
"Sometimes, twitter makes me feel like an outsider..",0
" yeah, that was my point >.< please dont make me feel worse than i do",0
i dont wanna miss the laker game tonight! i`m so sad,0
@_handz_ well you know those 'kind of guys' are just idiots,0
 nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,0
 yup slowly recovering. it sucks that i can`t eat the stuff i`m craving right now. my gums can`t take it. how was your trip?,0
"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",0
This heartburn may be the death of me.,0
"michael scofiled Noooooo !!  I hate the writer, director n production",0
Home Sweet Home by Carrie Underwood makes me sadd,0
 i want to experience snow  we don`t have snow here and it sucks,0
Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,0
"Still no pic, very sad",0
My truss failing  http://yfrog.com/154upj,0
 yeah doesn`t that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad,0
Lots of noisy peeps outside,0
I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing,0
I am so sorry i fell asleep first,0
 Is a **** but she`ll never know I said it cuz she doesn`t love her twitter,0
 I`m not comfortable with this announcement.,0
 that sucks.   did you save any of it?,0
  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,0
"I had a realization today, and it made me sad  But at least the healing can begin.",0
Decided I should study  (finger down throat making gaging noises) Hate MFs!!,0
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,0
 ****,0
"bored, nothing to do",0
 They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,0
I think my wireless router is dieing,0
"what the hell am i doing awake this early,",0
Ill in bed my stomach is killing me,0
 i`m about to have to hang up   my fone is getting to hot,0
okie gonna tweet more because i am loosing you guys or girls,0
Fuuuuuuuudgeee I burned my finger with oil! It hurts,0
" I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",0
"****, I cut my finger!",0
 http://twitpic.com/665n7 - I dont like it,0
 I think it`s less of a tribute and more of a parody.,0
at last i wr0te again....got bored the previous dayss....,0
 ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them,0
Cried my eyes out watching My Girl last period   hahah,0
thinks that the limit of 140 letters is really not fair. 300 + would be better,0
Manchester was wayyyyy to busy!  so warm today also! :`(,0
" the movie Tym... So sad, I was crying non-stop.",0
Going to miss my roomie ... We will no longer be roomies starting tomorrow,0
Neil just picked me up for the show. My tailights out  cause of heartless hit and run.,0
i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!,0
"Augh, fever`s gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague.",0
My ipod has taken it`s last breath... Im truly devastated. I have lost my public transportation companion,0
Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.,0
I WISH I LITERALLY COULD **** JUST ABOUT EVERY **** IN THE WORLD...IMA NYMPH,0
 **** that is awful... could not believe it at first... so sad,0
sorry dunners just saw your tweet! totally let you down im so sorry babe  was at work till 8.30 very boooooo,0
"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",0
I wanna longboard but it`s raining ughhhhhh,0
Whats is up with me! I am spilling everything,0
 Miss you!!,0
broken my leg  comment me please,0
Archie Proposes Veronica in the Latest Archie`s Comic. The Longest known Love Triangle is coming to an End. Poor Betty.,0
 hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?,0
"Was outside playing ball with dogs, now all hot and sweaty",0
missing mrs mcfox,0
 resistance was futile! Needed pretties to knit with,0
8:30PM... it has just hit me i have school tomorrow :O ahaha! I`ll stay on til 9 i think  ****,0
whenever it rains it`s so hard to get motivated,0
Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,0
 u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,0
Working.  I can`t wait till 4:30. Funeral on monday.,0
"actually, i think i`m being mean to her....i feel sorry now",0
 sayid could be dead.,0
 that sucks!,0
 I CAN`T!!! My heart aches for her children  I wanna adopt alexis,0
" I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?",0
"My mom has annoyed the living **** outta me, so now we`re on AOL Radio, looking for Brooks & Dunn.",0
 yep  which sucks because i thought somewhere it said it was..,0
"trying to do a blend. i know, i suck at them but there`s no harm in trying.",0
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,0
everything is going wrong in my ' happy day',0
Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!,0
"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",0
"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOi",0
